Component_ID,Lot_ID,Time_hr,Temperature_C,Voltage_V,Current_mA,Stress_Value,Is_Anomaly,Failure_Mode
C00307,LOT07,0,24.38,0,0.054,0,0,None
C00307,LOT07,24,126.95,3.588,47.284,100,0,None
C00307,LOT07,72,126.56,3.6211,45.363,100,0,None
C00307,LOT07,168,126.37,3.595,44.743,99.73,0,None
C00308,LOT08,0,24.8,0,0.05,0,0,None
C00308,LOT08,24,125.04,3.6234,49.362,99.8,0,None
C00308,LOT08,72,125.92,3.6527,49.313,100,0,None
C00308,LOT08,168,124.84,3.6369,44.419,100,0,None
C00309,LOT09,0,25.46,0,0.068,0,1,Thermal Runaway
C00309,LOT09,24,125.22,3.6468,45.062,100,1,Thermal Runaway
C00309,LOT09,72,140.12,3.6216,50.494,100,1,Thermal Runaway
C00309,LOT09,168,172.85,3.6588,70.665,100,1,Thermal Runaway
C00310,LOT10,0,25.3,0.0049,0.023,0,0,None
C00310,LOT10,24,124.87,3.6231,46.681,100,0,None
C00310,LOT10,72,125.52,3.5926,45.595,99.9,0,None
C00310,LOT10,168,125.33,3.6252,42.711,100,0,None
C00311,LOT11,0,25.01,0,0.054,0,0,None
C00311,LOT11,24,122.71,3.6089,49.639,100,0,None
C00311,LOT11,72,124.25,3.6099,48.798,100,0,None
C00311,LOT11,168,123.03,3.5938,46.736,99.3,0,None
C00312,LOT12,0,24.81,0,0.003,0,0,None
C00312,LOT12,24,124.79,3.5823,48.604,99.42,0,None
C00312,LOT12,72,124.47,3.5804,48.349,100,0,None
C00312,LOT12,168,123.74,3.5976,45.392,100,0,None
C00313,LOT01,0,25.17,0.0005,0.054,0,0,None
C00313,LOT01,24,124.29,3.6162,45.41,100,0,None
C00313,LOT01,72,124.2,3.6063,44.901,98.24,0,None
C00313,LOT01,168,125.97,3.6314,43.848,100,0,None
C00314,LOT02,0,24.31,0.0021,0.046,0,0,None
C00314,LOT02,24,121.71,3.5548,45.947,99.56,0,None
C00314,LOT02,72,122.21,3.5696,44.908,100,0,None
C00314,LOT02,168,121.99,3.56,43.497,97.32,0,None
C00315,LOT03,0,23.47,0.0123,0.094,0,0,None
C00315,LOT03,24,125.74,3.5746,40.988,97.78,0,None
C00315,LOT03,72,124.95,3.6187,42.725,99.62,0,None
C00315,LOT03,168,125.75,3.5746,40.578,97.65,0,None
C00316,LOT04,0,25.07,0.0109,0.005,0,0,None
C00316,LOT04,24,125.58,3.6066,45.423,98.67,0,None
C00316,LOT04,72,125.26,3.5965,44.152,99.58,0,None
C00316,LOT04,168,124.75,3.584,42.953,99.82,0,None
C00317,LOT05,0,24.94,0,0.05,0,0,None
C00317,LOT05,24,123.71,3.5899,45.674,100,0,None
C00317,LOT05,72,124.47,3.5828,46.227,98.54,0,None
C00317,LOT05,168,123.72,3.5736,43.614,100,0,None
C00318,LOT06,0,25.38,0.0004,0.003,0,0,None
C00318,LOT06,24,125.98,3.6188,44.466,100,0,None
C00318,LOT06,72,125.83,3.5849,43.295,98.82,0,None
C00318,LOT06,168,123.79,3.6043,41.379,99.75,0,None
C00319,LOT07,0,24.98,0,0.011,0,0,None
C00319,LOT07,24,122.69,3.5991,47.421,100,0,None
C00319,LOT07,72,123.39,3.5988,49.342,100,0,None
C00319,LOT07,168,122.71,3.5878,46.255,99.71,0,None
C00320,LOT08,0,25.18,0.012,0.098,0,0,None
C00320,LOT08,24,124.61,3.5803,46.376,100,0,None
C00320,LOT08,72,125.48,3.5738,45.394,99.81,0,None
C00320,LOT08,168,123.97,3.5545,43.855,97.51,0,None
C00321,LOT09,0,24.89,0.0146,0.015,0,0,None
C00321,LOT09,24,125.93,3.5343,52.575,100,0,None
C00321,LOT09,72,124.94,3.5743,48.087,100,0,None
C00321,LOT09,168,125.93,3.5249,48.362,100,0,None
C00322,LOT10,0,24.72,0,0.054,0,0,None
C00322,LOT10,24,127.69,3.5517,50.691,100,0,None
C00322,LOT10,72,126.39,3.5604,49.366,100,0,None
C00322,LOT10,168,127.39,3.5788,48.657,100,0,None
C00323,LOT11,0,24.27,0,0.01,0,0,None
C00323,LOT11,24,123.14,3.6121,46.067,97.75,0,None
C00323,LOT11,72,123.48,3.5989,45.296,98.76,0,None
C00323,LOT11,168,123.43,3.5956,45.449,98.71,0,None
C00324,LOT12,0,25.05,0.0121,0.03,0,0,None
C00324,LOT12,24,127.39,3.6104,46.608,100,0,None
C00324,LOT12,72,126.93,3.6058,44.702,100,0,None
C00324,LOT12,168,128.12,3.6109,42.336,98.93,0,None
C00325,LOT01,0,25.55,0.0013,0.058,0,0,None
C00325,LOT01,24,121.82,3.6414,44.666,99.41,0,None
C00325,LOT01,72,124,3.622,44.444,100,0,None
C00325,LOT01,168,123.96,3.6375,43.238,100,0,None
C00326,LOT02,0,24.71,0.0003,0.053,0,1,Leakage Current Drift
C00326,LOT02,24,125.53,3.5733,57.767,100,1,Leakage Current Drift
C00326,LOT02,72,126.43,3.5779,67.069,100,1,Leakage Current Drift
C00326,LOT02,168,126.41,3.5672,93.007,100,1,Leakage Current Drift
C00327,LOT03,0,24.83,0.0034,0.061,0,0,None
C00327,LOT03,24,127.25,3.5524,48.785,100,0,None
C00327,LOT03,72,126.35,3.544,46.353,100,0,None
C00327,LOT03,168,126.38,3.5387,43.849,100,0,None
C00328,LOT04,0,24.35,0,0.019,0,0,None
C00328,LOT04,24,125.34,3.5867,49.78,100,0,None
C00328,LOT04,72,124.19,3.6045,48.708,100,0,None
C00328,LOT04,168,124.81,3.615,45.853,100,0,None
C00329,LOT05,0,24.94,0,0.018,0,1,Thermal Runaway
C00329,LOT05,24,125.27,3.6128,43.909,97.14,1,Thermal Runaway
C00329,LOT05,72,137.81,3.6029,50.018,100,1,Thermal Runaway
C00329,LOT05,168,162.84,3.5922,63.074,100,1,Thermal Runaway
C00330,LOT06,0,26.65,0,0.042,0,0,None
C00330,LOT06,24,127.28,3.5982,45.404,100,0,None
C00330,LOT06,72,129.3,3.5931,45.667,100,0,None
C00330,LOT06,168,127.65,3.5938,44.449,100,0,None
C00331,LOT07,0,25.13,0,0.005,0,0,None
C00331,LOT07,24,127.34,3.6108,47.493,100,0,None
C00331,LOT07,72,127.78,3.627,46.401,99.88,0,None
C00331,LOT07,168,128.59,3.6149,44.699,100,0,None
C00332,LOT08,0,25.22,0.0062,0.004,0,0,None
C00332,LOT08,24,124.26,3.636,49.062,100,0,None
C00332,LOT08,72,124.58,3.6399,47.963,100,0,None
C00332,LOT08,168,123.69,3.6223,46.599,99.08,0,None
C00333,LOT09,0,25.63,0,0.051,0,0,None
C00333,LOT09,24,126.89,3.5933,46.072,100,0,None
C00333,LOT09,72,126.28,3.5728,43.597,100,0,None
C00333,LOT09,168,126.83,3.5702,42.998,98.73,0,None
C00334,LOT10,0,24.52,0,0.019,0,0,None
C00334,LOT10,24,123.58,3.5904,46.551,100,0,None
C00334,LOT10,72,124.11,3.6008,44.192,99.44,0,None
C00334,LOT10,168,122.64,3.6116,42.588,99.39,0,None
C00335,LOT11,0,24.66,0.0117,0.083,0,0,None
C00335,LOT11,24,124.63,3.6488,44.196,100,0,None
C00335,LOT11,72,123.84,3.6276,41.223,96.12,0,None
C00335,LOT11,168,124.97,3.6016,42.537,100,0,None
C00336,LOT12,0,24.52,0.001,0.015,0,0,None
C00336,LOT12,24,125.74,3.5698,47.174,99.59,0,None
C00336,LOT12,72,124.46,3.5984,45.993,99.73,0,None
C00336,LOT12,168,124.84,3.5869,42.867,99.56,0,None
C00337,LOT01,0,25.34,0.0046,0.051,0,0,None
C00337,LOT01,24,126.76,3.6419,47.61,100,0,None
C00337,LOT01,72,128.16,3.5952,46.495,100,0,None
C00337,LOT01,168,127.27,3.586,46.032,100,0,None
C00338,LOT02,0,25.89,0,0.019,0,0,None
C00338,LOT02,24,126.16,3.5919,48.609,100,0,None
C00338,LOT02,72,126.89,3.5889,48.076,100,0,None
C00338,LOT02,168,126.4,3.5861,46.413,100,0,None
C00339,LOT03,0,24.86,0.0163,0.001,0,0,None
C00339,LOT03,24,125.53,3.5565,45.254,98.06,0,None
C00339,LOT03,72,125.25,3.5496,44.071,95.24,0,None
C00339,LOT03,168,124.49,3.5857,43.725,100,0,None
C00340,LOT04,0,24.48,0.0006,0.125,0,0,None
C00340,LOT04,24,126.37,3.6431,45.669,100,0,None
C00340,LOT04,72,128.02,3.5981,44.419,99.08,0,None
C00340,LOT04,168,125.68,3.6235,43.253,99.55,0,None
C00341,LOT05,0,24.83,0.0062,0.069,0,0,None
C00341,LOT05,24,125.58,3.531,49.362,100,0,None
C00341,LOT05,72,124.84,3.5651,48.022,99.27,0,None
C00341,LOT05,168,126.2,3.5544,46.523,100,0,None
C00342,LOT06,0,24.78,0.0135,0.032,0,0,None
C00342,LOT06,24,127.03,3.6083,45.509,99.7,0,None
C00342,LOT06,72,126.32,3.5883,44.903,97.45,0,None
C00342,LOT06,168,125.41,3.5953,44.444,98.59,0,None
C00343,LOT07,0,24.92,0.002,0.07,0,1,Leakage Current Drift
C00343,LOT07,24,125.02,3.5728,57.193,100,1,Leakage Current Drift
C00343,LOT07,72,125.4,3.5712,73.173,100,1,Leakage Current Drift
C00343,LOT07,168,125.82,3.5799,105.277,100,1,Leakage Current Drift
C00344,LOT08,0,24.86,0,0.138,0,0,None
C00344,LOT08,24,123.42,3.5939,51.428,100,0,None
C00344,LOT08,72,123.96,3.5555,50.097,100,0,None
C00344,LOT08,168,122.62,3.5774,48.701,100,0,None
C00345,LOT09,0,25.1,0.0049,0.017,0,0,None
C00345,LOT09,24,124.69,3.6267,46.412,100,0,None
C00345,LOT09,72,125.98,3.6223,45.23,97.38,0,None
C00345,LOT09,168,125.68,3.6127,44.011,100,0,None
C00346,LOT10,0,24.44,0.0109,0.011,0,0,None
C00346,LOT10,24,124.96,3.6085,47.789,98.12,0,None
C00346,LOT10,72,123.08,3.603,45.309,99.1,0,None
C00346,LOT10,168,124.24,3.6136,44.83,98.83,0,None
C00347,LOT11,0,25.52,0.0012,0.022,0,0,None
C00347,LOT11,24,124.62,3.6196,46.572,100,0,None
C00347,LOT11,72,125.09,3.6127,44.869,99.13,0,None
C00347,LOT11,168,125.92,3.6166,43.024,99.63,0,None
C00348,LOT12,0,24.94,0,0.02,0,0,None
C00348,LOT12,24,122.42,3.5955,49.615,100,0,None
C00348,LOT12,72,122.02,3.5685,47.527,98.25,0,None
C00348,LOT12,168,120.67,3.5722,47.786,99.49,0,None
C00349,LOT01,0,25.47,0,0.003,0,0,None
C00349,LOT01,24,125.45,3.5788,41.312,96.69,0,None
C00349,LOT01,72,124.66,3.5781,43.199,96.86,0,None
C00349,LOT01,168,125.5,3.5921,41.735,98.07,0,None
C00350,LOT02,0,24.25,0.0038,0.022,0,0,None
C00350,LOT02,24,126.33,3.5887,49.09,100,0,None
C00350,LOT02,72,126.29,3.6055,48.397,100,0,None
C00350,LOT02,168,125.43,3.5741,46.777,100,0,None
C00351,LOT03,0,24.35,0,0.02,0,0,None
C00351,LOT03,24,125.22,3.6535,45.988,100,0,None
C00351,LOT03,72,125.78,3.659,47.217,100,0,None
C00351,LOT03,168,125.76,3.6726,45.14,100,0,None
C00352,LOT04,0,25.77,0.0039,0.021,0,0,None
C00352,LOT04,24,125.42,3.5911,45.936,99.83,0,None
C00352,LOT04,72,124.74,3.5935,45.635,100,0,None
C00352,LOT04,168,126.35,3.5643,44.556,99,0,None
C00353,LOT05,0,24.95,0.0134,0.001,0,0,None
C00353,LOT05,24,126.41,3.6138,47.013,99.02,0,None
C00353,LOT05,72,126.44,3.5928,46.14,99.56,0,None
C00353,LOT05,168,124.6,3.6294,43.013,100,0,None
C00354,LOT06,0,24.35,0,0.02,0,0,None
C00354,LOT06,24,125.88,3.5954,45.159,100,0,None
C00354,LOT06,72,125.14,3.5835,46.467,100,0,None
C00354,LOT06,168,124.21,3.6193,44.249,99.4,0,None
C00355,LOT07,0,24.23,0.0133,0.042,0,0,None
C00355,LOT07,24,124.31,3.6442,46.429,100,0,None
C00355,LOT07,72,124.38,3.6285,43.928,99.49,0,None
C00355,LOT07,168,124.76,3.5983,43.117,98.41,0,None
C00356,LOT08,0,24.76,0,0.09,0,0,None
C00356,LOT08,24,126.76,3.557,46.208,100,0,None
C00356,LOT08,72,126.92,3.5431,44.223,100,0,None
C00356,LOT08,168,127.21,3.5301,44.967,99.8,0,None
C00357,LOT09,0,24.99,0.0063,0.027,0,0,None
C00357,LOT09,24,121.85,3.5338,43.706,97.98,0,None
C00357,LOT09,72,122.11,3.5535,42.13,95.72,0,None
C00357,LOT09,168,122.31,3.5561,41.164,95.54,0,None
C00358,LOT10,0,25.62,0,0.001,0,0,None
C00358,LOT10,24,125.09,3.6398,46.524,100,0,None
C00358,LOT10,72,125.51,3.6385,46.761,100,0,None
C00358,LOT10,168,124.62,3.6317,43.256,99.58,0,None
C00359,LOT11,0,25.12,0,0.037,0,0,None
C00359,LOT11,24,126.26,3.6194,44.548,100,0,None
C00359,LOT11,72,125.21,3.6149,43.724,99.17,0,None
C00359,LOT11,168,123.67,3.6006,42.872,97.78,0,None
C00360,LOT12,0,24.55,0.0103,0.074,0,0,None
C00360,LOT12,24,126.55,3.5659,44.447,100,0,None
C00360,LOT12,72,128,3.5752,43.286,97.81,0,None
C00360,LOT12,168,127.24,3.585,41.162,97.96,0,None
C00361,LOT01,0,25.32,0,0.006,0,1,Leakage Current Drift
C00361,LOT01,24,126.18,3.5811,56.284,100,1,Leakage Current Drift
C00361,LOT01,72,127.8,3.5891,63.965,100,1,Leakage Current Drift
C00361,LOT01,168,126.46,3.6042,80.759,100,1,Leakage Current Drift
C00362,LOT02,0,24.42,0.0019,0.102,0,0,None
C00362,LOT02,24,126.01,3.6171,43.851,100,0,None
C00362,LOT02,72,126.2,3.6043,41.277,98.56,0,None
C00362,LOT02,168,125.26,3.6038,42.238,100,0,None
C00363,LOT03,0,25.12,0.0123,0.027,0,0,None
C00363,LOT03,24,124.76,3.627,43.75,97.83,0,None
C00363,LOT03,72,127,3.5949,42.856,99.92,0,None
C00363,LOT03,168,125.17,3.6082,41.282,97.72,0,None
C00364,LOT04,0,25.3,0,0.023,0,0,None
C00364,LOT04,24,122.42,3.6406,45.884,100,0,None
C00364,LOT04,72,122.7,3.6343,44.471,100,0,None
C00364,LOT04,168,122.97,3.6514,44.886,99.57,0,None
C00365,LOT05,0,24.37,0.0011,0.019,0,0,None
C00365,LOT05,24,123.73,3.5587,47.475,100,0,None
C00365,LOT05,72,122.84,3.5315,48.178,98.86,0,None
C00365,LOT05,168,123.72,3.5936,46.092,100,0,None
C00366,LOT06,0,25,0,0.058,0,0,None
C00366,LOT06,24,124.84,3.6628,46.729,100,0,None
C00366,LOT06,72,125.63,3.6496,42.498,97.33,0,None
C00366,LOT06,168,126.19,3.6359,42.005,99.08,0,None
C00367,LOT07,0,25.46,0.0058,0.02,0,0,None
C00367,LOT07,24,120.94,3.605,45.854,100,0,None
C00367,LOT07,72,123.83,3.5708,43.915,97.63,0,None
C00367,LOT07,168,122.27,3.5964,42.615,99.31,0,None
C00368,LOT08,0,24.82,0,0.008,0,1,Voltage Instability
C00368,LOT08,24,123.05,3.7289,44.623,100,1,Voltage Instability
C00368,LOT08,72,123.52,3.7321,43.199,98.8,1,Voltage Instability
C00368,LOT08,168,124.25,3.8468,42.826,100,1,Voltage Instability
C00369,LOT09,0,24.31,0,0.024,0,1,Leakage Current Drift
C00369,LOT09,24,122.92,3.5787,53.683,99.97,1,Leakage Current Drift
C00369,LOT09,72,122.17,3.5996,67.039,100,1,Leakage Current Drift
C00369,LOT09,168,122.81,3.6004,99.169,100,1,Leakage Current Drift
C00370,LOT10,0,23.73,0,0.008,0,0,None
C00370,LOT10,24,124.34,3.5553,43.996,97.79,0,None
C00370,LOT10,72,125.78,3.5805,45.822,100,0,None
C00370,LOT10,168,126.58,3.5593,40.424,97.04,0,None
C00371,LOT11,0,24.02,0,0.082,0,0,None
C00371,LOT11,24,123.8,3.5894,46.26,99.11,0,None
C00371,LOT11,72,122.65,3.6055,44.842,100,0,None
C00371,LOT11,168,123.01,3.6082,43.54,98.93,0,None
C00372,LOT12,0,25.02,0.0128,0.071,0,0,None
C00372,LOT12,24,126.14,3.5708,48.247,100,0,None
C00372,LOT12,72,123.5,3.569,47.343,100,0,None
C00372,LOT12,168,124.67,3.5382,44.012,100,0,None
C00373,LOT01,0,24.91,0,0.08,0,0,None
C00373,LOT01,24,123.75,3.6355,44.595,100,0,None
C00373,LOT01,72,124.95,3.6266,45.671,99.7,0,None
C00373,LOT01,168,124.3,3.6359,41.419,98.46,0,None
C00374,LOT02,0,25.07,0,0.005,0,0,None
C00374,LOT02,24,124.71,3.585,46.803,100,0,None
C00374,LOT02,72,123.88,3.5742,46.02,100,0,None
C00374,LOT02,168,123.95,3.5893,45.32,100,0,None
C00375,LOT03,0,25.1,0.001,0.04,0,0,None
C00375,LOT03,24,126.33,3.599,46.234,98.56,0,None
C00375,LOT03,72,126.6,3.6059,44.058,100,0,None
C00375,LOT03,168,126.95,3.6416,45.013,99.88,0,None
C00376,LOT04,0,24.75,0.0061,0.047,0,0,None
C00376,LOT04,24,127.53,3.5739,48.355,100,0,None
C00376,LOT04,72,127.04,3.5788,47.506,100,0,None
C00376,LOT04,168,125.5,3.5687,44.464,99.97,0,None
C00377,LOT05,0,25.38,0,0.018,0,0,None
C00377,LOT05,24,124.65,3.5759,48.086,100,0,None
C00377,LOT05,72,127.27,3.6038,46.279,100,0,None
C00377,LOT05,168,126.72,3.5923,43.978,100,0,None
C00378,LOT06,0,24.52,0.0054,0.016,0,0,None
C00378,LOT06,24,126.32,3.634,44.83,100,0,None
C00378,LOT06,72,127.93,3.6521,45.702,99.76,0,None
C00378,LOT06,168,126.98,3.6597,42.671,99.83,0,None
C00379,LOT07,0,24.63,0.0122,0.06,0,0,None
C00379,LOT07,24,126.54,3.6114,52.727,100,0,None
C00379,LOT07,72,127.06,3.6063,51.985,100,0,None
C00379,LOT07,168,127.25,3.6138,48.018,100,0,None
C00380,LOT08,0,25.89,0,0.06,0,0,None
C00380,LOT08,24,125.81,3.5886,44.972,100,0,None
C00380,LOT08,72,125.56,3.5529,44.953,99.53,0,None
C00380,LOT08,168,125.33,3.5816,43.491,100,0,None
C00381,LOT09,0,24.32,0.0025,0.046,0,1,Leakage Current Drift
C00381,LOT09,24,124.01,3.5989,50.49,98.79,1,Leakage Current Drift
C00381,LOT09,72,125.44,3.6306,58.31,100,1,Leakage Current Drift
C00381,LOT09,168,123.78,3.6077,73.185,100,1,Leakage Current Drift
C00382,LOT10,0,25.23,0.0057,0.053,0,0,None
C00382,LOT10,24,126.16,3.5937,46.796,100,0,None
C00382,LOT10,72,125.75,3.5754,47.606,100,0,None
C00382,LOT10,168,126.09,3.5764,44.972,100,0,None
C00383,LOT11,0,24.13,0,0.029,0,0,None
C00383,LOT11,24,126.69,3.5623,47.05,100,0,None
C00383,LOT11,72,126.28,3.5792,44.288,97.77,0,None
C00383,LOT11,168,125.09,3.5693,43.249,98.27,0,None
C00384,LOT12,0,24.66,0,0.092,0,0,None
C00384,LOT12,24,125.06,3.5855,44.674,100,0,None
C00384,LOT12,72,124.78,3.5915,45.092,98.29,0,None
C00384,LOT12,168,125.41,3.6127,42.481,100,0,None
C00385,LOT01,0,24.68,0,0.052,0,0,None
C00385,LOT01,24,125.72,3.5943,47.241,100,0,None
C00385,LOT01,72,125.02,3.608,47.67,99.88,0,None
C00385,LOT01,168,125.73,3.5751,47.837,100,0,None
C00386,LOT02,0,24.36,0,0.055,0,0,None
C00386,LOT02,24,125.49,3.6197,43.467,98.57,0,None
C00386,LOT02,72,124.1,3.6385,44.706,99.29,0,None
C00386,LOT02,168,125.28,3.5915,41.673,98.32,0,None
C00387,LOT03,0,25.04,0,0.021,0,0,None
C00387,LOT03,24,125.73,3.6042,47.425,99.85,0,None
C00387,LOT03,72,124.74,3.604,47.777,100,0,None
C00387,LOT03,168,125.21,3.6014,43.715,100,0,None
C00388,LOT04,0,24.74,0,0.008,0,0,None
C00388,LOT04,24,125.68,3.5755,46.591,100,0,None
C00388,LOT04,72,123.98,3.5904,45.43,100,0,None
C00388,LOT04,168,125.25,3.5905,45.359,98.42,0,None
C00389,LOT05,0,25.23,0.0061,0.057,0,1,Leakage Current Drift
C00389,LOT05,24,124.34,3.5984,55.451,100,1,Leakage Current Drift
C00389,LOT05,72,124.91,3.6194,70.774,100,1,Leakage Current Drift
C00389,LOT05,168,124.45,3.6242,102.663,100,1,Leakage Current Drift
C00390,LOT06,0,24.79,0.0061,0.044,0,0,None
C00390,LOT06,24,125.5,3.5922,49.349,100,0,None
C00390,LOT06,72,126.45,3.5872,49.508,100,0,None
C00390,LOT06,168,124.45,3.6039,46.074,100,0,None
C00391,LOT07,0,25.06,0,0.03,0,0,None
C00391,LOT07,24,124.76,3.6074,41.708,100,0,None
C00391,LOT07,72,124.81,3.6106,43.078,96.19,0,None
C00391,LOT07,168,124.93,3.5917,42.311,98.08,0,None
C00392,LOT08,0,24.41,0.0224,0.082,0,0,None
C00392,LOT08,24,126.31,3.5832,49.626,100,0,None
C00392,LOT08,72,124.04,3.607,48.667,100,0,None
C00392,LOT08,168,124.31,3.5757,44.263,100,0,None
C00393,LOT09,0,24.29,0,0.042,0,1,Thermal Runaway
C00393,LOT09,24,122.06,3.5944,42.656,94.43,1,Thermal Runaway
C00393,LOT09,72,142.28,3.637,54.877,100,1,Thermal Runaway
C00393,LOT09,168,171.92,3.6188,71.599,100,1,Thermal Runaway
C00394,LOT10,0,24.76,0.0138,0.008,0,0,None
C00394,LOT10,24,126.09,3.5536,47.164,100,0,None
C00394,LOT10,72,126.89,3.5511,46.617,100,0,None
C00394,LOT10,168,124.72,3.5773,45.591,100,0,None
C00395,LOT11,0,24.82,0,0.058,0,1,Voltage Instability
C00395,LOT11,24,127.27,3.3038,48.715,100,1,Voltage Instability
C00395,LOT11,72,125.96,3.6047,47.987,100,1,Voltage Instability
C00395,LOT11,168,126.56,3.7426,47.191,100,1,Voltage Instability
C00396,LOT12,0,25.47,0.0102,0.021,0,0,None
C00396,LOT12,24,124.13,3.6075,46.357,100,0,None
C00396,LOT12,72,123.86,3.6211,45.25,100,0,None
C00396,LOT12,168,125.28,3.6311,43.829,100,0,None
C00397,LOT01,0,25.43,0,0.049,0,0,None
C00397,LOT01,24,124.09,3.5817,48.686,100,0,None
C00397,LOT01,72,124.37,3.6072,47.196,100,0,None
C00397,LOT01,168,124.74,3.5766,46.984,100,0,None
C00398,LOT02,0,24.86,0.0074,0.028,0,0,None
C00398,LOT02,24,123.5,3.5852,47.207,100,0,None
C00398,LOT02,72,123.31,3.5756,47.534,100,0,None
C00398,LOT02,168,123.76,3.5619,45.381,100,0,None
C00399,LOT03,0,25.75,0,0.01,0,0,None
C00399,LOT03,24,127.12,3.5704,47.356,100,0,None
C00399,LOT03,72,125.56,3.5927,47.545,100,0,None
C00399,LOT03,168,126.51,3.588,44.601,99.14,0,None
C00400,LOT04,0,25.23,0,0.012,0,0,None
C00400,LOT04,24,123.61,3.6356,52.327,100,0,None
C00400,LOT04,72,122.85,3.6087,49.164,99.54,0,None
C00400,LOT04,168,121.92,3.6063,48.172,98.63,0,None
C00401,LOT05,0,24.81,0,0.046,0,0,None
C00401,LOT05,24,123.43,3.5638,44.389,98.95,0,None
C00401,LOT05,72,125.28,3.5855,42.546,98.57,0,None
C00401,LOT05,168,124.6,3.6169,41.686,98.12,0,None
C00402,LOT06,0,25.32,0.0029,0.01,0,0,None
C00402,LOT06,24,128.05,3.5875,48.169,100,0,None
C00402,LOT06,72,128.94,3.6007,47.778,100,0,None
C00402,LOT06,168,127.76,3.6103,46.955,100,0,None
C00403,LOT07,0,25.91,0.0025,0.015,0,0,None
C00403,LOT07,24,125.17,3.664,45.889,100,0,None
C00403,LOT07,72,125.15,3.6417,45.509,100,0,None
C00403,LOT07,168,125.3,3.6369,44.761,98.51,0,None
C00404,LOT08,0,24.52,0,0.023,0,0,None
C00404,LOT08,24,122.35,3.5873,44.931,99.62,0,None
C00404,LOT08,72,122.48,3.603,47.512,100,0,None
C00404,LOT08,168,122.48,3.607,43.43,96.6,0,None
C00405,LOT09,0,24.64,0,0.038,0,1,Voltage Instability
C00405,LOT09,24,124.2,3.615,47.728,100,1,Voltage Instability
C00405,LOT09,72,124.72,3.4264,47.549,100,1,Voltage Instability
C00405,LOT09,168,124.64,3.3896,46.381,100,1,Voltage Instability
C00406,LOT10,0,24.75,0.001,0.016,0,0,None
C00406,LOT10,24,123.75,3.5908,45.781,99.97,0,None
C00406,LOT10,72,124.69,3.6634,44.615,100,0,None
C00406,LOT10,168,122.98,3.6553,42.776,96.88,0,None
C00407,LOT11,0,25.75,0.0105,0.033,0,0,None
C00407,LOT11,24,124.96,3.6313,47.755,100,0,None
C00407,LOT11,72,124.19,3.6412,47.903,100,0,None
C00407,LOT11,168,123.31,3.6355,44.386,99.27,0,None
C00408,LOT12,0,24.95,0.0003,0.062,0,0,None
C00408,LOT12,24,124.71,3.593,45.064,97.53,0,None
C00408,LOT12,72,126.18,3.6011,44.904,100,0,None
C00408,LOT12,168,125.82,3.5999,44.423,96.03,0,None
C00409,LOT01,0,25.02,0.0008,0.075,0,0,None
C00409,LOT01,24,125.61,3.6086,45.712,96.4,0,None
C00409,LOT01,72,124.45,3.5901,45.21,100,0,None
C00409,LOT01,168,125.27,3.6313,43.508,100,0,None
C00410,LOT02,0,24.81,0,0.015,0,1,Voltage Instability
C00410,LOT02,24,125.15,3.4813,46.418,100,1,Voltage Instability
C00410,LOT02,72,126.21,3.6719,45.888,100,1,Voltage Instability
C00410,LOT02,168,124.17,3.4596,43.241,100,1,Voltage Instability
C00411,LOT03,0,24.63,0,0.071,0,1,Leakage Current Drift
C00411,LOT03,24,125.44,3.6244,53.495,100,1,Leakage Current Drift
C00411,LOT03,72,124.62,3.6187,71.192,100,1,Leakage Current Drift
C00411,LOT03,168,125.36,3.6136,101.425,100,1,Leakage Current Drift
C00412,LOT04,0,24.87,0.0079,0.074,0,0,None
C00412,LOT04,24,124.53,3.6139,46.871,100,0,None
C00412,LOT04,72,123.75,3.5861,44.736,96.11,0,None
C00412,LOT04,168,126.1,3.6111,44.033,96.64,0,None
C00413,LOT05,0,24.65,0,0.003,0,1,Leakage Current Drift
C00413,LOT05,24,123.78,3.5948,56.138,100,1,Leakage Current Drift
C00413,LOT05,72,122.85,3.6163,67.533,100,1,Leakage Current Drift
C00413,LOT05,168,123.03,3.6065,91.52,100,1,Leakage Current Drift
C00414,LOT06,0,24.16,0.0062,0.058,0,1,Voltage Instability
C00414,LOT06,24,126.39,3.3161,43.673,100,1,Voltage Instability
C00414,LOT06,72,126.28,3.7376,42.493,100,1,Voltage Instability
C00414,LOT06,168,127.46,3.6511,39.999,100,1,Voltage Instability
C00415,LOT07,0,24.83,0.0082,0.01,0,0,None
C00415,LOT07,24,126.17,3.6402,49.309,100,0,None
C00415,LOT07,72,126.24,3.6284,47.21,100,0,None
C00415,LOT07,168,127.96,3.6295,45.8,100,0,None
C00416,LOT08,0,24.91,0.0075,0.021,0,0,None
C00416,LOT08,24,124.24,3.5967,44.986,98.01,0,None
C00416,LOT08,72,124.62,3.6087,41.521,99.06,0,None
C00416,LOT08,168,123.12,3.5965,40.686,99.11,0,None
C00417,LOT09,0,24.79,0.0053,0.1,0,0,None
C00417,LOT09,24,122.78,3.5584,47.8,100,0,None
C00417,LOT09,72,124.49,3.5647,43.649,99.33,0,None
C00417,LOT09,168,124.79,3.5855,45.085,98.05,0,None
C00418,LOT10,0,24.43,0,0.059,0,1,Sudden Current Spike
C00418,LOT10,24,125.59,3.6456,120.104,100,1,Sudden Current Spike
